set_label,set_number,set_stage,set_mutator,patch,trait_api_name,trait_name,breakpoints,desc_resolved,desc_raw,effects_json
Set 2,2,base,2,10.5,Ocean,Ocean,2|4|6,"All allies gain mana every @TickRate@ seconds.
(2) +@ManaPerTick@ mana
(4) +@ManaPerTick@ mana
(6) +@ManaPerTick@ mana",All allies gain mana every @TickRate@ seconds.<br><br><expandRow>(@MinUnits@) +@ManaPerTick@ mana</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{471b1a16}"": 4.0, ""{d0539890}"": 10.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""{471b1a16}"": 4.0, ""{d0539890}"": 30.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""{471b1a16}"": 4.0, ""{d0539890}"": 60.0}}]"
Set 2,2,base,2,10.5,Poison,Poison,3,"(@MinUnits@) Poison Champions apply Neurotoxin when they deal damage, increasing the mana cost of the target's spell by @CostIncrease@%","<row>(@MinUnits@) Poison Champions apply Neurotoxin when they deal damage, increasing the mana cost of the target's spell by @CostIncrease@%</row>","[{""maxUnits"": 25000, ""minUnits"": 3, ""style"": 3, ""variables"": {""Duration"": 60.0, ""{a861afa0}"": 33.0}}]"
Set 2,2,base,2,10.5,Predator,Predator,3,(@MinUnits@) Predators instantly kill enemies they damage who are below @HPThreshold@% health.,<row>(@MinUnits@) Predators instantly kill enemies they damage who are below @HPThreshold@% health.</row>,"[{""maxUnits"": 25000, ""minUnits"": 3, ""style"": 3, ""variables"": {""{8f954b18}"": 25.0}}]"
Set 2,2,base,2,10.5,Set2_Ranger,Ranger,2|4|6,"Every @ProcRate@ seconds, Rangers have a chance to gain Attack Speed for @ProcRate@ seconds. 
(2) @ProcPercent@% chance for @ASMultTooltip@x Attack Speed
(4) @ProcPercent@% chance for @ASMultTooltip@x Attack Speed
(6) @ProcPercent@% chance for @ASMultTooltip@x Attack Speed","Every @ProcRate@ seconds, Rangers have a chance to gain Attack Speed for @ProcRate@ seconds. <br><br><expandRow>(@MinUnits@) @ProcPercent@% chance for @ASMultTooltip@x Attack Speed</expandRow><br>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""ASMultiplier"": 100.0, ""{1b812333}"": 3.0, ""{538d2e86}"": 2.0, ""{6003afce}"": 35.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 2, ""variables"": {""ASMultiplier"": 100.0, ""{1b812333}"": 3.0, ""{538d2e86}"": 2.0, ""{6003afce}"": 80.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""ASMultiplier"": 150.0, ""{1b812333}"": 3.0, ""{538d2e86}"": 2.5, ""{6003afce}"": 100.0}}]"
Set 2,2,base,2,10.5,Shadow,Shadow,3|6,"Shadow Champions deal increased damage for @Duration@ seconds at combat start and every time they get a takedown.(@MinUnits@) +@DamageAmp@% damage(@MinUnits@) +@DamageAmp@% damage, refreshed for any Shadow champions' takedowns","Shadow Champions deal increased damage for @Duration@ seconds at combat start and every time they get a takedown.<br><br><row>(@MinUnits@) +@DamageAmp@% damage</row><br><row>(@MinUnits@) +@DamageAmp@% damage, refreshed for any Shadow champions' takedowns</row>","[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""Duration"": 6.0, ""{1332d72a}"": ""null"", ""{4c67d4fe}"": 65.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""Duration"": 6.0, ""{1332d72a}"": 1.0, ""{4c67d4fe}"": 150.0}}]"
Set 2,2,base,2,10.5,Soulbound,Soulbound,2,"The first Soulbound champion to die in a round will instead enter the Spirit Realm, becoming untargetable and continuing to fight as long as another Soulbound ally is alive.","The first Soulbound champion to die in a round will instead enter the Spirit Realm, becoming untargetable and continuing to fight as long as another Soulbound ally is alive.","[{""maxUnits"": 25000, ""minUnits"": 2, ""style"": 3, ""variables"": {}}]"
Set 2,2,base,2,10.5,Metal,Steel,2|3|4,"Steel Champions gain damage immunity for a few seconds when they are reduced below @HealthPercentThreshold@% health.
(2) @ImmunityDuration@ seconds of immunity
(3) @ImmunityDuration@ seconds of immunity
(4) @ImmunityDuration@ seconds of immunity",Steel Champions gain damage immunity for a few seconds when they are reduced below @HealthPercentThreshold@% health.<br><br><expandRow>(@MinUnits@) @ImmunityDuration@ seconds of immunity</expandRow>,"[{""maxUnits"": 2, ""minUnits"": 2, ""style"": 2, ""variables"": {""{4e5f79b7}"": 50.0, ""{d165d743}"": 2.0}}, {""maxUnits"": 3, ""minUnits"": 3, ""style"": 3, ""variables"": {""{4e5f79b7}"": 50.0, ""{d165d743}"": 3.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 4, ""variables"": {""{4e5f79b7}"": 50.0, ""{d165d743}"": 4.0}}]"
Set 2,2,base,2,10.5,Summoner,Summoner,3|6,"Summoned units gain bonus health and last longer.
(3) +@SummonDurationBoost@% health and summon duration
(6) +@SummonDurationBoost@% health and summon duration",Summoned units gain bonus health and last longer.<br><br><expandRow>(@MinUnits@) +@SummonDurationBoost@% health and summon duration</expandRow>,"[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""{360f62b5}"": 30.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""{360f62b5}"": 120.0}}]"
Set 2,2,base,2,10.5,Warden,Warden,2|4|6,"Wardens gain Armor.
(2) +@ArmorPercentIncrease@% Armor
(4) +@ArmorPercentIncrease@% Armor
(6) +@ArmorPercentIncrease@% Armor",Wardens gain Armor.<br><br><expandRow>(@MinUnits@) +@ArmorPercentIncrease@% Armor</expandRow><br>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{04bbf4a5}"": 150.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 2, ""variables"": {""{04bbf4a5}"": 300.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""{04bbf4a5}"": 999.0}}]"
Set 2,2,base,2,10.5,Woodland,Woodland,3|6,"At the start of combat, Woodland Champions make copies of themselves(@MinUnits@) One random copy (@MinUnits@) All Woodland Champions copy","At the start of combat,  Woodland Champions make copies of themselves<br><br><row>(@MinUnits@) One random copy </row><br><row>(@MinUnits@) All Woodland Champions copy</row>","[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 3, ""variables"": {""{b9aa7851}"": ""null""}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""{b9aa7851}"": 1.0}}]"
Set 3,3,base,3,10.11,Set3_Blademaster,Blademaster,3|6|9,Blademasters' Basic Attacks have a chance to trigger two additional attacks against their target.These additional attacks deal damage like Basic Attacks and trigger on-hit effects.(@MinUnits@) @ProcChance@% Chance to trigger(@MinUnits@) @ProcChance@% Chance to trigger(@MinUnits@) @ProcChance@% Chance to trigger,Blademasters' Basic Attacks have a chance to trigger two additional attacks against their target.<br><br>These additional attacks deal damage like Basic Attacks and trigger on-hit effects.<br><br><row>(@MinUnits@) @ProcChance@% Chance to trigger</row><br><row>(@MinUnits@) @ProcChance@% Chance to trigger</row><br><row>(@MinUnits@) @ProcChance@% Chance to trigger</row>,"[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""ExtraAttacks"": 2.0, ""{b4a90a5d}"": 30.0}}, {""maxUnits"": 8, ""minUnits"": 6, ""style"": 3, ""variables"": {""ExtraAttacks"": 2.0, ""{b4a90a5d}"": 55.0}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 4, ""variables"": {""ExtraAttacks"": 2.0, ""{b4a90a5d}"": 100.0}}]"
Set 3,3,base,3,10.11,Blaster,Blaster,2|4,"Every fourth Basic Attack from a Blaster fires additional attacks at random enemies.These additional attacks deal damage like Basic Attacks, trigger on-hit effects, and can critically hit.
(2) @AdditionalAttacks@ Additional Attacks
(4) @AdditionalAttacks@ Additional Attacks","Every fourth Basic Attack from a Blaster fires additional attacks at random enemies.<br><br>These additional attacks deal damage like Basic Attacks, trigger on-hit effects, and can critically hit.<br><br><expandRow>(@MinUnits@) @AdditionalAttacks@ Additional Attacks</expandRow>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{7fd211f1}"": 3.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 3, ""variables"": {""{7fd211f1}"": 5.0}}]"
Set 3,3,base,3,10.11,Set3_Brawler,Brawler,2|4,"Brawlers gain bonus Maximum Health.
(2) 350 Bonus Health
(4) 650 Bonus Health",Brawlers gain bonus Maximum Health.<br><br><expandRow>(@MinUnits@) @BonusHealth@ Bonus Health</expandRow><br>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""BonusHealth"": 350.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 3, ""variables"": {""BonusHealth"": 650.0}}]"
Set 3,3,base,3,10.11,Set3_Celestial,Celestial,2|4|6,"All allies heal for some of the damage they deal with spells and attacks.
(2) @HealPercent@% Healing 
(4) @HealPercent@% Healing 
(6) @HealPercent@% Healing",All allies heal for some of the damage they deal with spells and attacks.<br><br><expandRow>(@MinUnits@) @HealPercent@% Healing </expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{e0882668}"": 15.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 2, ""variables"": {""{e0882668}"": 35.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""{e0882668}"": 60.0}}]"
Set 3,3,base,3,10.11,Chrono,Chrono,2|4|6,"All allies gain @PercentAttackSpeed@% Attack Speed every few seconds.
(2) @Frequency@ seconds
(4) @Frequency@ seconds
(6) @Frequency@ seconds",All allies gain @PercentAttackSpeed@% Attack Speed every few seconds.<br><br><expandRow>(@MinUnits@) @Frequency@ seconds</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{2fb31c01}"": 8.0, ""{db1859c9}"": 15.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 2, ""variables"": {""{2fb31c01}"": 4.0, ""{db1859c9}"": 15.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""{2fb31c01}"": 2.0, ""{db1859c9}"": 15.0}}]"
Set 3,3,base,3,10.11,Cybernetic,Cybernetic,3|6,"Cybernetic champions with at least one item (component or full) gain Health and Attack Damage.
(3) @HealthAmp@ Health and @ADAmp@ Attack Damage
(6) @HealthAmp@ Health and @ADAmp@ Attack Damage",Cybernetic champions with at least one item (component or full) gain Health and Attack Damage.<br><br><expandRow>(@MinUnits@) @HealthAmp@ Health and @ADAmp@ Attack Damage</expandRow>,"[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""{1a46e36f}"": 350.0, ""{cfaa2ad6}"": 35.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""{1a46e36f}"": 700.0, ""{cfaa2ad6}"": 70.0}}]"
Set 3,3,base,3,10.11,DarkStar,Dark Star,3|6|9,"When a Dark Star Champion dies, all other allied Dark Star Champions gain Attack Damage and Spell Power
(3) +@ADandSP@ Attack Damage and Spell Power
(6) +@ADandSP@ Attack Damage and Spell Power
(9) +@ADandSP@ Attack Damage and Spell Power","When a Dark Star Champion dies, all other allied Dark Star Champions gain Attack Damage and Spell Power<br><br><expandRow>(@MinUnits@) +@ADandSP@ Attack Damage and Spell Power</expandRow>","[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""{1485c2a2}"": 20.0}}, {""maxUnits"": 8, ""minUnits"": 6, ""style"": 3, ""variables"": {""{1485c2a2}"": 25.0}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 4, ""variables"": {""{1485c2a2}"": 35.0}}]"
Set 3,3,base,3,10.11,Demolitionist,Demolitionist,2,(2) Damage from Demolitionists' spellcasts stuns their targets for 1.5 seconds. (Once per spellcast),<expandRow>(@MinUnits@) Damage from Demolitionists' spellcasts stuns their targets for @StunDuration@ seconds. (Once per spellcast)</expandRow>,"[{""maxUnits"": 25000, ""minUnits"": 2, ""style"": 3, ""variables"": {""StunDuration"": 1.5}}]"
Set 3,3,base,3,10.11,Infiltrator,Infiltrator,2|4|6,"Innate: At the start of combat, Infiltrators move to the enemy's backline.Infiltrators gain Attack Speed for @Duration@ seconds at the start of combat, refreshed on takedown.(@MinUnits@) @AttackSpeedPercent@% bonus Attack Speed(@MinUnits@) @AttackSpeedPercent@% bonus Attack Speed(@MinUnits@) @AttackSpeedPercent@% bonus Attack Speed","Innate: At the start of combat, Infiltrators move to the enemy's backline.<br><br>Infiltrators gain Attack Speed for @Duration@ seconds at the start of combat, refreshed on takedown.<br><br><row>(@MinUnits@) @AttackSpeedPercent@% bonus Attack Speed</row><br><row>(@MinUnits@) @AttackSpeedPercent@% bonus Attack Speed</row><br><row>(@MinUnits@) @AttackSpeedPercent@% bonus Attack Speed</row>","[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""Duration"": 6.0, ""{650d33c0}"": 1.0, ""{a8ca7859}"": 50.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""Duration"": 6.0, ""{650d33c0}"": 1.0, ""{a8ca7859}"": 75.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""Duration"": 6.0, ""{650d33c0}"": 1.0, ""{a8ca7859}"": 120.0}}]"
Set 3,3,base,3,10.11,ManaReaver,Mana-Reaver,2,(2) Mana-Reaver attacks increase the mana cost of their target's next spellcast by @CostIncreasePercent@%.,<expandRow>(@MinUnits@) Mana-Reaver attacks increase the mana cost of their target's next spellcast by @CostIncreasePercent@%.</expandRow>,"[{""maxUnits"": 25000, ""minUnits"": 2, ""style"": 3, ""variables"": {""{4d7069b1}"": 40.0}}]"
Set 3,3,base,3,10.11,MechPilot,Mech-Pilot,3,"(@MinUnits@) At the start of combat, three random Mech-Pilots are teleported into a Super-Mech.The Super-Mech has the combined Health, Attack Damage, and Traits of its pilots, as well as 3 random items from among them.When the Super-Mech dies the Pilots are ejected and continue to fight.","(@MinUnits@) At the start of combat, three random Mech-Pilots are teleported into a Super-Mech.<br><br>The Super-Mech has the combined Health, Attack Damage, and Traits of its pilots, as well as 3 random items from among them.<br><br>When the Super-Mech dies the Pilots are ejected and continue to fight.","[{""maxUnits"": 25000, ""minUnits"": 3, ""style"": 3, ""variables"": {""{092d19fb}"": 1500.0, ""{5dd40675}"": 0.44999998807907104, ""{952c9d9c}"": 0.44999998807907104, ""{d13e2b40}"": 1.0, ""{dc3931d7}"": ""null"", ""{ed41c244}"": 80.0}}]"
Set 3,3,base,3,10.11,Mercenary,Mercenary,1,Innate: Upgrades for Mercenaries' spells have a chance to appear in the shop.,Innate: Upgrades for Mercenaries' spells have a chance to appear in the shop.,"[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 3, ""variables"": {}}]"
Set 3,3,base,3,10.11,Set3_Mystic,Mystic,2|4,"All allies gain Magic Resistance.
(2) 35 Magic Resistance
(4) 105 Magic Resistance",All allies gain Magic Resistance.<br><br><expandRow>(@MinUnits@) @MagicResist@ Magic Resistance</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""MagicResist"": 35.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 3, ""variables"": {""MagicResist"": 105.0}}]"
Set 3,3,base,3,10.11,Protector,Protector,2|4|6,"Protectors shield themselves for @Duration@ seconds whenever they cast a spell. This shield doesn't stack.
 (2) 25% Maximum Health Shield
 (4) 30% Maximum Health Shield
 (6) 40% Maximum Health Shield",Protectors shield themselves for @Duration@ seconds whenever they cast a spell. This shield doesn't stack.<br><br><expandRow> (@MinUnits@) @ShieldPercent@% Maximum Health Shield</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""Duration"": 4.0, ""ShieldPercent"": 25.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 3, ""variables"": {""Duration"": 4.0, ""ShieldPercent"": 30.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 4, ""variables"": {""Duration"": 4.0, ""ShieldPercent"": 40.0}}]"
Set 3,3,base,3,10.11,Rebel,Rebel,3|6|9,"At the start of combat, Rebels gain a shield and bonus damage for each adjacent Rebel. The shield lasts for @ShieldDuration@ seconds.
(3) @ShieldAmount@ Shield & @DamageAmp@% Damage
(6) @ShieldAmount@ Shield & @DamageAmp@% Damage
(9) @ShieldAmount@ Shield & @DamageAmp@% Damage","At the start of combat, Rebels gain a shield and bonus damage for each adjacent Rebel. The shield lasts for @ShieldDuration@ seconds.<br><br><expandRow>(@MinUnits@) @ShieldAmount@ Shield & @DamageAmp@% Damage</expandRow>","[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""ShieldDuration"": 8.0, ""{40ee74ec}"": 150.0, ""{4c67d4fe}"": 10.0}}, {""maxUnits"": 8, ""minUnits"": 6, ""style"": 3, ""variables"": {""ShieldDuration"": 8.0, ""{40ee74ec}"": 210.0, ""{4c67d4fe}"": 15.0}}, {""maxUnits"": 25000, ""minUnits"": 9, ""style"": 4, ""variables"": {""ShieldDuration"": 8.0, ""{40ee74ec}"": 330.0, ""{4c67d4fe}"": 20.0}}]"
Set 3,3,base,3,10.11,Sniper,Sniper,2,(2) Snipers deal @PercentDamageIncrease@% increased damage for each hex between themselves and their target.,<expandRow>(@MinUnits@) Snipers deal @PercentDamageIncrease@% increased damage for each hex between themselves and their target.</expandRow>,"[{""maxUnits"": 25000, ""minUnits"": 2, ""style"": 3, ""variables"": {""{75994f47}"": 15.0}}]"
Set 3,3,base,3,10.11,Set3_Sorcerer,Sorcerer,2|4|6|8,"All allies have increased Spell Power.
(2) 20% Spell Power
(4) 40% Spell Power
(6) 75% Spell Power
(8) 120% Spell Power",All allies have increased Spell Power.<br><br><expandRow>(@MinUnits@) @AP@% Spell Power</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""AP"": 20.0}}, {""maxUnits"": 5, ""minUnits"": 4, ""style"": 2, ""variables"": {""AP"": 40.0}}, {""maxUnits"": 7, ""minUnits"": 6, ""style"": 3, ""variables"": {""AP"": 75.0}}, {""maxUnits"": 25000, ""minUnits"": 8, ""style"": 4, ""variables"": {""AP"": 120.0}}]"
Set 3,3,base,3,10.11,SpacePirate,Space Pirate,2|4,Whenever a Space Pirate lands a killing blow on a Champion there is a chance to drop extra loot.(@MinUnits@) @CoinDropChance@% for 1 gold(@MinUnits@) @CoinDropChance@% for 1 gold and @ItemDropChance@% for a component item,Whenever a Space Pirate lands a killing blow on a Champion there is a chance to drop extra loot.<br><br><row>(@MinUnits@) @CoinDropChance@% for 1 gold</row><br><row>(@MinUnits@) @CoinDropChance@% for 1 gold and @ItemDropChance@% for a component item</row>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""{0f4980a5}"": 50.0, ""{c79d638b}"": ""null""}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 3, ""variables"": {""{0f4980a5}"": 50.0, ""{c79d638b}"": 25.0}}]"
Set 3,3,base,3,10.11,StarGuardian,Star Guardian,3|6,"Star Guardians' spellcasts grant Mana to other Star Guardians, spread among them.
(3) @ManaRestore@ Total Mana
(6) @ManaRestore@ Total Mana","Star Guardians' spellcasts grant Mana to other Star Guardians, spread among them.<br><br><expandRow>(@MinUnits@) @ManaRestore@ Total Mana</expandRow>","[{""maxUnits"": 5, ""minUnits"": 3, ""style"": 1, ""variables"": {""{03494ad0}"": 30.0}}, {""maxUnits"": 25000, ""minUnits"": 6, ""style"": 3, ""variables"": {""{03494ad0}"": 50.0}}]"
Set 3,3,base,3,10.11,Starship,Starship,1,"Innate: Starships gain @ManaPerSecond@ mana per second, maneuver around the board, and are immune to movement impairing effects, but can't make Basic Attacks.","Innate: Starships gain @ManaPerSecond@ mana per second, maneuver around the board, and are immune to movement impairing effects, but can't make Basic Attacks.","[{""maxUnits"": 25000, ""minUnits"": 1, ""style"": 3, ""variables"": {""{f9f3a081}"": 40.0}}]"
Set 3,3,base,3,10.11,Valkyrie,Valkyrie,2,(2) Valkyrie attacks and spells always critically hit targets below @PercentHealth@% health.,<expandRow>(@MinUnits@) Valkyrie attacks and spells always critically hit targets below @PercentHealth@% health. </expandRow>,"[{""maxUnits"": 25000, ""minUnits"": 2, ""style"": 3, ""variables"": {""{f880a530}"": 40.0}}]"
Set 3,3,base,3,10.11,Vanguard,Vanguard,2|4,"Vanguard champions gain bonus Armor.
(2) 125 Armor
(4) 250 Armor",Vanguard champions gain bonus Armor.<br><br><expandRow>(@MinUnits@) @Armor@ Armor</expandRow>,"[{""maxUnits"": 3, ""minUnits"": 2, ""style"": 1, ""variables"": {""Armor"": 125.0}}, {""maxUnits"": 25000, ""minUnits"": 4, ""style"": 3, ""variables"": {""Armor"": 250.0}}]"
