set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,cost,hp,damage,attack_speed,range,armor,magic_resist,mana,initial_mana,crit_chance,crit_multiplier
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_WuKong,Wukong,1,650,60,0.6,1,40,40,100,50,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Annie,Annie,2,750,40,0.6,2,40,40,90,30,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Camille,Camille,2,750,65,0.75,1,45,45,70,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Draven,Draven,2,600,65,0.75,4,15,15,130,70,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Ezreal,Ezreal,2,550,55,0.7,4,20,20,55,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Fiora,Fiora,2,800,55,0.8,1,50,50,80,30,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Jinx,Jinx,2,550,55,0.7,4,20,20,65,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_LeeSin,Lee Sin,2,700,60,0.65,1,50,50,70,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Malphite,Malphite,2,800,60,0.5,1,45,45,80,40,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Pyke,Pyke,2,700,50,0.75,1,35,35,120,60,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Rell,Rell,2,800,60,0.5,1,50,50,150,80,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8b_Sivir,Sivir,2,550,60,0.75,4,20,20,50,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Vi,Vi,2,700,50,0.6,1,45,45,80,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Yasuo,Yasuo,2,750,45,0.75,1,40,40,70,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Alistar,Alistar,3,800,50,0.55,1,50,50,175,75,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_CorruptedEgg,Glitched Egg,3,10,,1,0,10,10,100,0,,0
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_GnarBig,Gnar,3,800,60,0.8,1,35,35,80,20,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Jax,Jax,3,800,45,0.8,1,45,45,0,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Kaisa,Kai'Sa,3,600,25,0.8,4,25,25,105,20,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Leblanc,LeBlanc,3,650,45,0.7,4,30,30,60,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Morgana,Morgana,3,900,50,0.75,4,30,30,100,50,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Nilah,Nilah,3,800,45,0.7,1,50,50,125,50,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Rammus,Rammus,3,950,60,0.65,1,55,55,110,50,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Riven,Riven,3,700,50,0.65,1,45,45,90,30,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Shen,Shen,3,750,60,0.55,1,50,50,100,50,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Sona,Sona,3,650,40,0.7,4,25,25,40,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Vayne,Vayne,3,600,60,0.8,4,25,25,40,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Vex,Vex,3,650,40,0.75,4,25,25,40,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Aatrox,Aatrox,4,1100,60,0.8,1,60,60,75,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_AurelionSol,Aurelion Sol,4,850,40,0.75,4,30,30,90,30,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_BelVeth,Bel'Veth,4,1050,80,0.9,2,50,50,40,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Ekko,Ekko,4,1000,60,0.6,1,60,60,140,70,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Garen,Garen,4,1050,80,0.6,1,60,60,200,100,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Jhin,Jhin,4,744,70,0.8,10,44,44,4,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_MissFortune,Miss Fortune,4,750,60,0.7,4,30,30,120,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Neeko,Neeko,4,750,45,0.75,4,30,30,80,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Samira,Samira,4,700,70,0.8,4,30,30,65,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_TwistedFate,Twisted Fate,4,750,45,0.8,4,30,30,30,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Viego,Viego,4,1000,60,0.8,1,50,50,45,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Warwick,Warwick,4,950,70,0.95,1,50,50,90,40,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Fiddlesticks,Fiddlesticks,5,1200,50,0.75,1,66,66,66,66,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Janna,Janna,5,800,50,0.8,4,45,45,120,40,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Leona,Leona,5,1100,75,0.7,1,60,60,50,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Mordekaiser,Mordekaiser,5,1200,70,0.7,1,70,70,150,60,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Nunu,Nunu & Willump,5,1337,0,0.2,1,60,60,90,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Syndra,Syndra,5,850,40,0.85,4,40,40,125,70,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_EzrealFuture,Ultimate Ezreal,5,800,64,0.95,4,40,40,150,50,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Urgot,Urgot,5,1000,65,1,3,40,40,200,100,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT_ArmoryKeyCompleted,Completed Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT_ArmoryKeyComponent,Component Anvil,8,10,,1,0,10,10,100,0,,0
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT_ArmoryKeyOrnn,Ornn Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT5_EmblemArmoryKey,Tome of Traits,8,10,,1,0,10,10,100,0,,0
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Boss_Urgot,Giant Crabgot,11,15000,300,1,7,100,100,300,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT6_MercenaryChest,Mercenary Chest,11,1,0,,0,0,,12,0,0.25,1.3
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Boss_Morgana,Nemesis Morgana,11,10000,130,0.75,4,75,75,120,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_PranksterDummy,Target Dummy,11,350,0,0.2,0,20,20,150,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Boss_AurelionSol,Volcanic Sol,11,10000,100,0.8,7,50,50,300,0,0.25,1.4
Set 8.5,8,mid,TFTSet8_Stage2,13.12,TFT8_Zac,Zac,11,450,40,0.75,1,45,45,100,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Cassiopeia,Cassiopeia,1,500,40,0.7,4,20,20,30,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_ChoGath,Cho'Gath,1,700,65,0.5,1,30,30,80,20,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Irelia,Irelia,1,700,50,0.65,1,40,40,80,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Jhin,Jhin,1,504,54,0.7,5,14,14,124,44,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Kayle,Kayle,1,500,30,0.75,4,15,15,0,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Malzahar,Malzahar,1,500,40,0.7,4,15,15,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Maokai,Maokai,1,700,60,0.5,1,40,40,125,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Orianna,Orianna,1,500,40,0.7,4,15,15,90,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Poppy,Poppy,1,700,55,0.55,1,40,40,90,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Renekton,Renekton,1,650,50,0.6,1,45,45,110,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Samira,Samira,1,500,50,0.7,4,15,15,30,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT_TrainingDummy,Target Dummy,1,700,50,0.2,1,40,40,0,0,,0
Set 9,9,base,TFTSet9,13.18,TFT9_Tristana,Tristana,1,400,45,0.7,4,15,15,40,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Viego,Viego,1,600,45,0.75,1,30,30,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT_Voidspawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
Set 9,9,base,TFTSet9,13.18,TFT9_Ashe,Ashe,2,600,55,0.75,6,20,20,70,20,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Galio,Galio,2,800,70,0.5,1,45,45,120,60,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Jinx,Jinx,2,600,55,0.75,4,20,20,70,10,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Kassadin,Kassadin,2,800,50,0.7,1,45,45,100,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Kled,Kled,2,550,58,0.75,1,40,40,175,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Sett,Sett,2,800,60,0.6,1,50,50,90,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Soraka,Soraka,2,700,55,0.65,4,25,25,90,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Swain,Swain,2,800,45,0.65,2,45,45,135,60,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Taliyah,Taliyah,2,550,40,0.7,4,20,20,60,20,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Teemo,Teemo,2,500,40,0.7,4,20,20,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Vi,Vi,2,800,60,0.6,1,50,50,80,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Warwick,Warwick,2,800,40,0.75,1,50,50,90,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Zed,Zed,2,600,55,0.7,1,35,35,70,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Akshan,Akshan,3,700,60,0.75,4,25,25,110,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Darius,Darius,3,750,60,0.7,1,50,50,90,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Ekko,Ekko,3,800,50,0.8,1,40,40,45,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Garen,Garen,3,850,70,0.75,1,45,45,80,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Jayce,Jayce,3,700,65,0.75,4,25,25,80,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Kalista,Kalista,3,650,45,0.85,4,25,25,80,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Karma,Karma,3,700,45,0.7,4,25,25,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Katarina,Katarina,3,800,50,0.75,1,40,40,80,20,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Lissandra,Lissandra,3,800,50,0.7,2,40,40,90,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RekSai,Rek'Sai,3,800,60,0.75,1,45,45,75,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Sona,Sona,3,700,40,0.65,4,25,25,90,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Taric,Taric,3,800,60,0.6,1,50,50,65,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_VelKoz,Vel'Koz,3,700,40,0.7,4,30,30,60,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Aphelios,Aphelios,4,750,60,0.75,4,25,25,100,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Azir,Azir,4,750,30,0.75,4,30,30,50,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Gwen,Gwen,4,1000,55,0.8,2,50,50,35,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_JarvanIV,Jarvan IV,4,1000,60,0.65,1,60,60,180,100,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_KaiSa,Kai'Sa,4,850,45,0.8,4,35,35,120,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Lux,Lux,4,750,45,0.7,4,30,30,40,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Nasus,Nasus,4,1000,60,0.7,1,50,50,150,70,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Sejuani,Sejuani,4,1100,60,0.6,1,60,60,120,60,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Shen,Shen,4,1000,60,0.6,1,60,60,170,90,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Urgot,Urgot,4,1000,75,0.7,1,60,60,100,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Yasuo,Yasuo,4,1000,75,0.8,1,50,50,110,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Zeri,Zeri,4,750,65,0.8,4,25,25,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Aatrox,Aatrox,5,900,80,0.8,1,70,70,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Ahri,Ahri,5,850,50,0.85,4,40,40,50,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_BelVeth,Bel'Veth,5,1100,80,0.85,2,50,50,70,20,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Heimerdinger,Heimerdinger,5,750,40,0.75,4,30,30,160,80,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_KSante,K'Sante,5,1000,60,0.7,1,50,50,70,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Ryze,Ryze,5,1111,50,0.85,4,30,30,999,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeDemacia,Ryze,5,1111,50,0.85,4,30,30,110,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeBandleCity,Ryze,5,1111,30,0.85,4,30,30,75,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeFreljord,Ryze,5,1111,50,0.85,4,30,30,65,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeIonia,Ryze,5,1111,50,0.85,4,30,30,125,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeNoxus,Ryze,5,1111,50,0.85,4,30,30,120,70,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzePiltover,Ryze,5,1111,50,0.85,4,30,30,100,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeShadowIsles,Ryze,5,1111,50,0.85,4,30,30,80,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeShurima,Ryze,5,1111,50,0.85,4,30,30,150,90,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeTargon,Ryze,5,1111,50,0.85,4,30,30,100,30,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RyzeZaun,Ryze,5,1111,50,0.85,4,30,30,100,40,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Senna,Senna,5,900,65,0.8,4,30,30,150,75,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_Sion,Sion,5,900,70,0.6,1,65,65,160,70,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT_ArmoryKeyOrnn,Artifact Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 9,9,base,TFTSet9,13.18,TFT9_BaronNashor,Baron Nashor,8,1250,300,0.7,9,150,150,2,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_VoidEggBaron,Baron Nashor,8,1200,300,0.7,9,200,200,2,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT_ArmoryKeyCompleted,Completed Item Anvil,8,10,,1,0,10,10,100,0,,0
Set 9,9,base,TFTSet9,13.18,TFT_ArmoryKeyComponent,Component Anvil,8,10,,1,0,10,10,100,0,,0
Set 9,9,base,TFTSet9,13.18,TFT_ArmoryKeySupport,Support item anvil,8,10,,1,0,10,10,100,0,,0
Set 9,9,base,TFTSet9,13.18,TFT5_EmblemArmoryKey,Tome of Traits,8,10,,1,0,10,10,100,0,,0
Set 9,9,base,TFTSet9,13.18,TFT9_AscendedSunDisc,Sun Disc,9,,0,0.5,16,50,50,0,0,,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_HeimerdingerTurret,Apex Turret,11,800,40,0.75,23,60,60,100,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT6_MercenaryChest,Mercenary Chest,11,1,0,,0,0,,12,0,0.25,1.3
Set 9,9,base,TFTSet9,13.18,TFT9_NoxianFlag,Noxian Banner,11,,,0.8,1,,20,100,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_RiftHerald,Rift Herald,11,1050,250,0.6,1,100,100,120,80,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_VoidEggHerald,Rift Herald,11,900,250,0.6,1,100,100,120,60,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_SLIME_Crab,SLIME_Crab,11,,20,0.8,1,10,10,100,0,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_THex,T-Hex,11,,40,0.7,2,25,25,80,20,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_VoidRemora,Void Remora,11,400,55,0.7,1,40,40,100,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_VoidEggRemora,Void Remora,11,400,70,0.7,1,40,40,100,50,0.25,1.4
Set 9,9,base,TFTSet9,13.18,TFT9_VoidTotem,Void Totem,11,1,0,1,1,0,,0,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Cassiopeia,Cassiopeia,1,500,40,0.7,4,20,20,30,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_ChoGath,Cho'Gath,1,700,65,0.5,1,30,30,100,40,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Graves,Graves,1,700,55,0.65,1,40,40,80,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Illaoi,Illaoi,1,700,60,0.55,1,40,40,70,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Irelia,Irelia,1,700,50,0.65,1,40,40,80,40,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Jhin,Jhin,1,504,54,0.7,5,14,14,114,44,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kayle,Kayle,1,500,30,0.75,4,15,15,0,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Malzahar,Malzahar,1,500,40,0.7,4,15,15,50,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Milio,Milio,1,500,40,0.7,4,20,20,60,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Orianna,Orianna,1,500,35,0.75,4,15,15,70,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Poppy,Poppy,1,700,55,0.55,1,40,40,90,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Renekton,Renekton,1,650,50,0.6,1,45,45,110,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Samira,Samira,1,500,45,0.7,4,15,15,30,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT_TrainingDummy,Target Dummy,1,550,50,0.2,1,40,40,0,0,,0
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT_Voidspawn,Voidspawn,1,,0,0.8,1,20,20,0,0,0.25,1.3
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Ashe,Ashe,2,600,55,0.75,6,20,20,70,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Galio,Galio,2,800,70,0.5,1,45,45,110,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Jinx,Jinx,2,600,50,0.75,4,20,20,70,10,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Kassadin,Kassadin,2,800,50,0.7,1,45,45,100,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Naafiri,Naafiri,2,750,60,0.8,1,40,40,50,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Qiyana,Qiyana,2,650,55,0.75,1,35,35,100,40,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sett,Sett,2,800,60,0.6,1,50,50,110,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Soraka,Soraka,2,700,66,0.65,4,25,25,90,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Swain,Swain,2,800,45,0.65,2,45,45,135,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Taliyah,Taliyah,2,550,40,0.7,4,20,20,60,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_TwistedFate,Twisted Fate,2,550,40,0.7,4,20,20,75,25,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Vi,Vi,2,800,60,0.6,1,50,50,70,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Warwick,Warwick,2,800,40,0.75,1,50,50,90,40,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Darius,Darius,3,750,70,0.7,1,50,50,80,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Ekko,Ekko,3,800,50,0.8,1,40,40,45,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Jayce,Jayce,3,700,60,0.75,4,25,25,80,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Karma,Karma,3,700,45,0.7,4,25,25,45,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Katarina,Katarina,3,800,50,0.75,1,40,40,80,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_MissFortune,Miss Fortune,3,650,50,0.7,4,25,25,50,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nautilus,Nautilus,3,950,80,0.5,1,40,40,140,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Neeko,Neeko,3,800,50,0.65,2,45,45,120,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Quinn,Quinn,3,700,60,0.75,4,25,25,90,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_RekSai,Rek'Sai,3,800,60,0.75,1,45,45,75,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sona,Sona,3,700,45,0.65,4,25,25,80,35,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Taric,Taric,3,800,60,0.6,1,50,50,85,15,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_VelKoz,Vel'Koz,3,700,40,0.7,4,30,30,60,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Aphelios,Aphelios,4,750,65,0.75,4,25,25,100,50,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Azir,Azir,4,750,30,0.8,4,30,30,50,40,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Fiora,Fiora,4,950,75,0.9,1,45,45,120,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_JarvanIV,Jarvan IV,4,1000,60,0.65,1,60,60,180,100,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_KaiSa,Kai'Sa,4,850,45,0.8,4,35,35,120,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Mordekaiser,Mordekaiser,4,1000,70,0.55,1,50,50,80,30,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nasus,Nasus,4,1000,60,0.7,1,55,55,150,70,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Nilah,Nilah,4,950,75,0.8,2,45,45,60,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Sejuani,Sejuani,4,1100,60,0.6,1,60,60,120,60,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Shen,Shen,4,1000,60,0.6,1,60,60,170,90,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Silco,Silco,4,750,45,0.7,4,30,30,30,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Xayah,Xayah,4,750,65,0.75,4,25,25,100,20,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9b_Aatrox,Aatrox,5,900,80,0.8,1,70,70,50,0,0.25,1.4
Set 9.5,9,mid,TFTSet9_Stage2,13.23,TFT9_Ahri,Ahri,5,850,50,0.85,4,40,40,50,0,0.25,1.4
