set_label,set_number,set_stage,set_mutator,patch,champion_api_name,champion_name,ability_name,variable_name,star1_3,idx0,idx1,idx2,idx3,idx4,idx5,idx6
Set 2,2,base,Set2,10.5,TFT2_Diana,Diana,Flame Cascade,ShieldValue,150/250/350,50,150,250,350,450,550,650
Set 2,2,base,Set2,10.5,TFT2_DrMundo,Dr. Mundo,Adrenaline Rush,BaseDamage,50/100/200,0,50,100,200,200,250,300
Set 2,2,base,Set2,10.5,TFT2_DrMundo,Dr. Mundo,Adrenaline Rush,Duration,8,8,8,8,8,8,8,8
Set 2,2,base,Set2,10.5,TFT2_DrMundo,Dr. Mundo,Adrenaline Rush,HealRatio,1/1.25/1.5,0.75,1,1.25,1.5,1.75,2,2.25
Set 2,2,base,Set2,10.5,TFT2_DrMundo,Dr. Mundo,Adrenaline Rush,HealthPercent,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
Set 2,2,base,Set2,10.5,TFT2_Ezreal,Ezreal,Ice Shot,BaseDamage,250/450/900,0,250,450,900,900,1000,1200
Set 2,2,base,Set2,10.5,TFT2_Ivern,Ivern,Triggerseed,Duration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Ivern,Ivern,Triggerseed,ShieldAmount,200/300/400,100,200,300,400,500,600,700
Set 2,2,base,Set2,10.5,TFT2_Janna,Janna,Monsoon,Duration,3,3,3,3,3,3,3,3
Set 2,2,base,Set2,10.5,TFT2_Janna,Janna,Monsoon,HealAmountPercent,25/35/200,10,25,35,200,200,200,100
Set 2,2,base,Set2,10.5,TFT2_Janna,Janna,Monsoon,Radius,3,3,3,3,3,3,3,3
Set 2,2,base,Set2,10.5,TFT2_Janna,Janna,Monsoon,StunDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 2,2,base,Set2,10.5,TFT2_Janna,Janna,Monsoon,TicksPerSecond,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 2,2,base,Set2,10.5,TFT2_Jax,Jax,Counter Strike,AttackRadius,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Jax,Jax,Counter Strike,Damage,150/300/550,50,150,300,550,550,550,650
Set 2,2,base,Set2,10.5,TFT2_Jax,Jax,Counter Strike,Duration,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Jax,Jax,Counter Strike,StunDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 2,2,base,Set2,10.5,TFT2_Karma,Karma,Inspire,Duration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Karma,Karma,Inspire,ShieldAmount,250/400/800,100,250,400,800,700,850,1000
Set 2,2,base,Set2,10.5,TFT2_Karma,Karma,Inspire,StatsValue,35/50/100,20,35,50,100,100,120,140
Set 2,2,base,Set2,10.5,TFT2_Khazix,Kha'Zix,Arid Assault,Damage,100/200/500,0,100,200,500,500,500,500
Set 2,2,base,Set2,10.5,TFT2_Khazix,Kha'Zix,Arid Assault,Duration,2/1.25/0.5,2.75,2,1.25,0.5,-0.25,-1,-1.75
Set 2,2,base,Set2,10.5,TFT2_Khazix,Kha'Zix,Arid Assault,MSBuff,1000/1500/2000,500,1000,1500,2000,2500,3000,3500
Set 2,2,base,Set2,10.5,TFT2_Khazix,Kha'Zix,Arid Assault,ManaRefund,5/10/15,0,5,10,15,20,25,30
Set 2,2,base,Set2,10.5,TFT2_Kindred,Kindred,Dance of Dread,Damage,150/325/650,-25,150,325,650,675,850,1025
Set 2,2,base,Set2,10.5,TFT2_Kindred,Kindred,Dance of Dread,GrievousWoundsDuration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Kindred,Kindred,Dance of Dread,HexRange,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_KogMaw,Kog'Maw,Living Artillery,Damage,150/300/500,0,150,300,500,600,750,900
Set 2,2,base,Set2,10.5,TFT2_KogMaw,Kog'Maw,Living Artillery,DelayTime,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Set 2,2,base,Set2,10.5,TFT2_LeBlanc,LeBlanc,Ethereal Chain,Damage,225/475/800,-50,225,475,800,950,1200,1450
Set 2,2,base,Set2,10.5,TFT2_LeBlanc,LeBlanc,Ethereal Chain,DelayTime,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 2,2,base,Set2,10.5,TFT2_LeBlanc,LeBlanc,Ethereal Chain,NumTargets,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_LeBlanc,LeBlanc,Ethereal Chain,StunDuration,1.5,0,1.5,1.5,1.5,1.5,1.5,1.5
Set 2,2,base,Set2,10.5,TFT2_Leona,Leona,Lunar Barrier,Duration,4,4,4,4,4,4,4,4
Set 2,2,base,Set2,10.5,TFT2_Leona,Leona,Lunar Barrier,FlatDamageReduction,40/80/120,0,40,80,120,160,200,240
Set 2,2,base,Set2,10.5,TFT2_Lucian,Lucian,The Culling,AttacksPerSecondCoefficient,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Lucian,Lucian,The Culling,BaseDamage,40/50/100,30,40,50,100,100,80,90
Set 2,2,base,Set2,10.5,TFT2_Lucian,Lucian,The Culling,Duration,4,4,4,4,4,4,4,4
Set 2,2,base,Set2,10.5,TFT2_Lucian,Lucian,The Culling,NumShots,12,12,12,12,12,12,12,12
Set 2,2,base,Set2,10.5,TFT2_Lucian,Lucian,The Culling,TADRatio,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 2,2,base,Set2,10.5,TFT2_LuxCrystal,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxElectric,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxGlacial,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxInferno,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxLight,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxMetal,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxOcean,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxShadow,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxWind,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxWoodland,Lux,Final Spark,Damage,550/900/99999,200,550,900,99999,1400,1700,2000
Set 2,2,base,Set2,10.5,TFT2_LuxCrystal,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxElectric,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxGlacial,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxInferno,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxLight,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxMetal,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxOcean,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxShadow,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxWind,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_LuxWoodland,Lux,Final Spark,ManaRefund,50,50,50,50,50,50,50,50
Set 2,2,base,Set2,10.5,TFT2_Malphite,Malphite,Unstoppable Force,Damage,150/300/1000,0,150,300,1000,1000,1000,900
Set 2,2,base,Set2,10.5,TFT2_Malphite,Malphite,Unstoppable Force,KnockupDuration,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Malphite,Malphite,Unstoppable Force,Radius,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Malphite,Malphite,Unstoppable Force,StunDuration,2/2.5/5,1.5,2,2.5,5,3.5,4,4.5
Set 2,2,base,Set2,10.5,TFT2_Malzahar,Malzahar,Shadow Swarm,NumVoidlings,2/3/4,1,2,3,4,5,6,7
Set 2,2,base,Set2,10.5,TFT2_Malzahar,Malzahar,Shadow Swarm,VoidlingDamage,40/70/100,10,40,70,100,130,160,190
Set 2,2,base,Set2,10.5,TFT2_Malzahar,Malzahar,Shadow Swarm,VoidlingHP,250/300/400,250,250,300,400,400,400,400
Set 2,2,base,Set2,10.5,TFT2_Maokai,Maokai,Sap Magic,BuffDuration,6,6,6,6,6,6,6,6
Set 2,2,base,Set2,10.5,TFT2_Maokai,Maokai,Sap Magic,HealAmount,100/150/200,50,100,150,200,250,300,350
Set 2,2,base,Set2,10.5,TFT2_MasterYi,Master Yi,Meditate,AttackSpeed,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_MasterYi,Master Yi,Meditate,BuffDuration,6,6,6,6,6,6,6,6
Set 2,2,base,Set2,10.5,TFT2_MasterYi,Master Yi,Meditate,Damage,40/80/500,40,40,80,500,500,500,500
Set 2,2,base,Set2,10.5,TFT2_MasterYi,Master Yi,Meditate,HealAmount,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Set 2,2,base,Set2,10.5,TFT2_MasterYi,Master Yi,Meditate,MeditateDuration,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Nami,Nami,Tidal Wave,AllyBuffDuration,8,8,8,8,8,8,8,8
Set 2,2,base,Set2,10.5,TFT2_Nami,Nami,Tidal Wave,AllyDamageBonus,25/50/300,0,25,50,300,500,500,500
Set 2,2,base,Set2,10.5,TFT2_Nami,Nami,Tidal Wave,Damage,100/200/300,0,100,200,300,400,500,600
Set 2,2,base,Set2,10.5,TFT2_Nami,Nami,Tidal Wave,StunDuration,1.5/2/2.5,1,1.5,2,2.5,3,3.5,4
Set 2,2,base,Set2,10.5,TFT2_Nasus,Nasus,Fury of the Dawn,BonusHealth,250/400/550,100,250,400,550,700,850,1000
Set 2,2,base,Set2,10.5,TFT2_Nasus,Nasus,Fury of the Dawn,Damage,50/70/90,30,50,70,90,110,130,150
Set 2,2,base,Set2,10.5,TFT2_Nasus,Nasus,Fury of the Dawn,Duration,7,7,7,7,7,7,7,7
Set 2,2,base,Set2,10.5,TFT2_Nautilus,Nautilus,Depth Charge,Damage,100/200/400,0,100,200,400,400,500,600
Set 2,2,base,Set2,10.5,TFT2_Nautilus,Nautilus,Depth Charge,StunDuration,3/4/6,1,3,4,6,6,7,8
Set 2,2,base,Set2,10.5,TFT2_Neeko,Neeko,Blooming Burst,Damage,100/200/350,0,100,200,350,400,500,600
Set 2,2,base,Set2,10.5,TFT2_Neeko,Neeko,Blooming Burst,Radius1,,,,,,,,
Set 2,2,base,Set2,10.5,TFT2_Neeko,Neeko,Blooming Burst,Radius2,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Neeko,Neeko,Blooming Burst,Radius3,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Nocturne,Nocturne,Steel Blades,HealPercent,0.5/0.6/0.7,0.4,0.5,0.6,0.7,0.8,0.9,1
Set 2,2,base,Set2,10.5,TFT2_Olaf,Olaf,Ragnarok,AttackSpeed,1.25/1.5/4.5,0.5,1.25,1.5,4.5,4.5,4.5,3
Set 2,2,base,Set2,10.5,TFT2_Olaf,Olaf,Ragnarok,Duration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Olaf,Olaf,Ragnarok,HealthThreshold,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 2,2,base,Set2,10.5,TFT2_Olaf,Olaf,Ragnarok,LifeSteal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 2,2,base,Set2,10.5,TFT2_Ornn,Ornn,Lightning Breath,CritAmpPercent,25,25,25,25,25,25,25,25
Set 2,2,base,Set2,10.5,TFT2_Ornn,Ornn,Lightning Breath,Damage,125/250/450,0,125,250,450,500,625,750
Set 2,2,base,Set2,10.5,TFT2_Ornn,Ornn,Lightning Breath,Duration,10,10,10,10,10,10,10,10
Set 2,2,base,Set2,10.5,TFT2_Qiyana,Qiyana,Elemental Blade,BaseDamage,300/500/900,100,300,500,900,900,1100,1300
Set 2,2,base,Set2,10.5,TFT2_QiyanaOcean,Qiyana,Elemental Blade,BaseDamage,300/500/900,100,300,500,900,900,1100,1300
Set 2,2,base,Set2,10.5,TFT2_QiyanaInferno,Qiyana,Elemental Blade,BaseDamage,300/500/900,100,300,500,900,900,1100,1300
Set 2,2,base,Set2,10.5,TFT2_QiyanaWoodland,Qiyana,Elemental Blade,BaseDamage,300/500/900,100,300,500,900,900,1100,1300
Set 2,2,base,Set2,10.5,TFT2_QiyanaWind,Qiyana,Elemental Blade,BaseDamage,300/500/900,100,300,500,900,900,1100,1300
Set 2,2,base,Set2,10.5,TFT2_Qiyana,Qiyana,Elemental Blade,CCDuration,2.5/3.5/4.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5
Set 2,2,base,Set2,10.5,TFT2_QiyanaOcean,Qiyana,Elemental Blade,CCDuration,2.5/3.5/4.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5
Set 2,2,base,Set2,10.5,TFT2_QiyanaInferno,Qiyana,Elemental Blade,CCDuration,2.5/3.5/4.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5
Set 2,2,base,Set2,10.5,TFT2_QiyanaWoodland,Qiyana,Elemental Blade,CCDuration,2.5/3.5/4.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5
Set 2,2,base,Set2,10.5,TFT2_QiyanaWind,Qiyana,Elemental Blade,CCDuration,2.5/3.5/4.5,1.5,2.5,3.5,4.5,5.5,6.5,7.5
Set 2,2,base,Set2,10.5,TFT2_RekSai,Rek'Sai,Furious Bite,ArmorReduction,100,100,100,100,100,100,100,100
Set 2,2,base,Set2,10.5,TFT2_RekSai,Rek'Sai,Furious Bite,Damage,250/550/1000,-50,250,550,1000,1150,1450,1750
Set 2,2,base,Set2,10.5,TFT2_RekSai,Rek'Sai,Furious Bite,Duration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Renekton,Renekton,Cull the Meek,BaseDamage,150/275/475,25,150,275,475,525,650,775
Set 2,2,base,Set2,10.5,TFT2_Renekton,Renekton,Cull the Meek,HealAmount,150/225/300,75,150,225,300,375,450,525
Set 2,2,base,Set2,10.5,TFT2_Renekton,Renekton,Cull the Meek,HexRadius,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Senna,Senna,Piercing Darkness,AllyBuffDuration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Senna,Senna,Piercing Darkness,AllyDamageBonus,20/45/70,0,20,45,70,120,150,180
Set 2,2,base,Set2,10.5,TFT2_Senna,Senna,Piercing Darkness,Damage,50/100/150,0,50,100,150,200,250,300
Set 2,2,base,Set2,10.5,TFT2_Singed,Singed,Poison Trail,CloudDuration,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
Set 2,2,base,Set2,10.5,TFT2_Singed,Singed,Poison Trail,MSModifier,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Set 2,2,base,Set2,10.5,TFT2_Singed,Singed,Poison Trail,PoisonDuration,6,6,6,6,6,6,6,6
Set 2,2,base,Set2,10.5,TFT2_Singed,Singed,Poison Trail,TickRate,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Set 2,2,base,Set2,10.5,TFT2_Singed,Singed,Poison Trail,TotalDamage,225/300/2000,0,225,300,2000,1000,1250,1500
Set 2,2,base,Set2,10.5,TFT2_Sion,Sion,Decimating Smash,ChargeUpTime,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Set 2,2,base,Set2,10.5,TFT2_Sion,Sion,Decimating Smash,Damage,200/350/700,0,200,350,700,800,1000,1200
Set 2,2,base,Set2,10.5,TFT2_Sion,Sion,Decimating Smash,HexRange,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Sivir,Sivir,Ricochet,BounceRange,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Sivir,Sivir,Ricochet,Duration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Sivir,Sivir,Ricochet,NumBounces,5/7/9,3,5,7,9,11,13,15
Set 2,2,base,Set2,10.5,TFT2_Sivir,Sivir,Ricochet,PercentDamage,1/1.25/1.5,0.75,1,1.25,1.5,1.75,2,2.25
Set 2,2,base,Set2,10.5,TFT2_Skarner,Skarner,Crystalline Exoskeleton,AttackSpeed,0.5/0.75/1,0.25,0.5,0.75,1,1.25,1.5,1.75
Set 2,2,base,Set2,10.5,TFT2_Skarner,Skarner,Crystalline Exoskeleton,Duration,8,8,8,8,8,8,8,8
Set 2,2,base,Set2,10.5,TFT2_Skarner,Skarner,Crystalline Exoskeleton,ShieldAmount,150/450/750,-150,150,450,750,1050,1350,1650
Set 2,2,base,Set2,10.5,TFT2_Soraka,Soraka,Equinox,Damage,150/300/450,0,150,300,450,600,750,900
Set 2,2,base,Set2,10.5,TFT2_Soraka,Soraka,Equinox,Radius,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Soraka,Soraka,Equinox,ZoneDuration,3/5/7,1,3,5,7,9,11,13
Set 2,2,base,Set2,10.5,TFT2_Syndra,Syndra,Hydro Sphere,Damage,225/375/650,0,225,375,650,650,875,1050
Set 2,2,base,Set2,10.5,TFT2_Syndra,Syndra,Hydro Sphere,HexRadius,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Taliyah,Taliyah,Seismic Shove,Damage,150/350/550,-50,150,350,550,750,950,1150
Set 2,2,base,Set2,10.5,TFT2_Taliyah,Taliyah,Seismic Shove,StunDuration,2,0,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Taliyah,Taliyah,Seismic Shove,ThrowDistance,2,2,2,2,2,2,2,2
Set 2,2,base,Set2,10.5,TFT2_Taric,Taric,Cosmic Radiance,HexRange,2/3/4,1,2,3,4,5,6,7
Set 2,2,base,Set2,10.5,TFT2_Taric,Taric,Cosmic Radiance,InitialDelay,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 2,2,base,Set2,10.5,TFT2_Taric,Taric,Cosmic Radiance,InvulnDuration,2.5/2.5/8,3,2.5,2.5,8,3,3,3
Set 2,2,base,Set2,10.5,TFT2_Thresh,Thresh,Deep Sea Lantern,Duration,5,5,5,5,5,5,5,5
Set 2,2,base,Set2,10.5,TFT2_Thresh,Thresh,Deep Sea Lantern,Radius,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Thresh,Thresh,Deep Sea Lantern,ShieldAmount,250/400/600,100,250,400,600,700,850,1000
Set 2,2,base,Set2,10.5,TFT2_Twitch,Twitch,Spray and Pray,ADAmp,1.3/1.6/3,1,1.3,1.6,3,2.25,2.5,2.75
Set 2,2,base,Set2,10.5,TFT2_Twitch,Twitch,Spray and Pray,Duration,8,8,8,8,8,8,8,8
Set 2,2,base,Set2,10.5,TFT2_Varus,Varus,Piercing Arrow,Damage,225/450/800,0,225,450,800,900,1125,1350
Set 2,2,base,Set2,10.5,TFT2_Varus,Varus,Piercing Arrow,HexRange,8,8,8,8,8,8,8,8
Set 2,2,base,Set2,10.5,TFT2_Vayne,Vayne,Silver Bolts,PercentDamage,0.1/0.13/0.16,0.07,0.1,0.13,0.16,0.19,0.22,0.25
Set 2,2,base,Set2,10.5,TFT2_Veigar,Veigar,Primordial Burst,Damage,325/650/975,0,325,650,975,1300,1625,1950
Set 2,2,base,Set2,10.5,TFT2_Vladimir,Vladimir,Drain,Damage,200/325/500,75,200,325,500,575,700,825
Set 2,2,base,Set2,10.5,TFT2_Vladimir,Vladimir,Drain,HealingAmp,,,,,,,,
Set 2,2,base,Set2,10.5,TFT2_Vladimir,Vladimir,Drain,HealthThreshold,,,,,,,,
Set 2,2,base,Set2,10.5,TFT2_Volibear,Volibear,Frenzied Bite,Damage,200/450/850,-50,200,450,850,950,1200,1450
Set 2,2,base,Set2,10.5,TFT2_Volibear,Volibear,Frenzied Bite,ExecuteDamage,19999,19999,19999,19999,19999,19999,19999,19999
Set 2,2,base,Set2,10.5,TFT2_Volibear,Volibear,Frenzied Bite,ExecuteThreshold,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Set 2,2,base,Set2,10.5,TFT2_Warwick,Warwick,Infinite Duress,BaseDamage,200/500/800,-100,200,500,800,1100,1400,1700
Set 2,2,base,Set2,10.5,TFT2_Warwick,Warwick,Infinite Duress,DashHexSpeed,6,6,6,6,6,6,6,6
Set 2,2,base,Set2,10.5,TFT2_Warwick,Warwick,Infinite Duress,Duration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 2,2,base,Set2,10.5,TFT2_Warwick,Warwick,Infinite Duress,Hits,3,3,3,3,3,3,3,3
Set 2,2,base,Set2,10.5,TFT2_Yasuo,Yasuo,Last Breath,Damage,100,100,100,100,100,100,100,100
Set 2,2,base,Set2,10.5,TFT2_Yasuo,Yasuo,Last Breath,NumHits,4/5/6,3,4,5,6,7,8,9
Set 2,2,base,Set2,10.5,TFT2_Yasuo,Yasuo,Last Breath,StunDuration,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Yorick,Yorick,Shepherd of Souls,GhoulAD,100/175/250,25,100,175,250,325,400,475
Set 2,2,base,Set2,10.5,TFT2_Yorick,Yorick,Shepherd of Souls,GhoulHealth,500/700/2000,150,500,700,2000,2000,2200,2600
Set 2,2,base,Set2,10.5,TFT2_Yorick,Yorick,Shepherd of Souls,NumAlliesToTarget,2/3/12,1,2,3,12,5,6,7
Set 2,2,base,Set2,10.5,TFT2_Zed,Zed,Living Lightning,Clones,1,1,1,1,1,1,1,1
Set 2,2,base,Set2,10.5,TFT2_Zed,Zed,Living Lightning,ManaCostIncrease,50/25/-125,75,50,25,-125,-25,-50,-75
Set 2,2,base,Set2,10.5,TFT2_Zyra,Zyra,Rampant Growth,NumPlants,2/3/5,1,2,3,5,5,6,7
Set 2,2,base,Set2,10.5,TFT2_Zyra,Zyra,Rampant Growth,PlantAD,55/65/75,45,55,65,75,85,95,105
Set 2,2,base,Set2,10.5,TFT2_Zyra,Zyra,Rampant Growth,PlantAmmo,4,4,4,4,4,4,4,4
Set 2,2,base,Set2,10.5,TFT2_Zyra,Zyra,Rampant Growth,PlantDuration,4,4,4,4,4,4,4,4
Set 3,3,base,Set3,10.11,TFT3_Ahri,Ahri,Orb of Deception,Damage,175/250/375,150,175,250,375,500,400,400
Set 3,3,base,Set3,10.11,TFT3_Ahri,Ahri,Orb of Deception,HexRange,4,4,4,4,4,4,4,4
Set 3,3,base,Set3,10.11,TFT3_Annie,Annie,Galaxy Shield-Blast,Damage,150/200/300,100,150,200,300,450,450,450
Set 3,3,base,Set3,10.11,TFT3_Annie,Annie,Galaxy Shield-Blast,ShieldAmount,270/360/540,200,270,360,540,700,450,450
Set 3,3,base,Set3,10.11,TFT3_Annie,Annie,Galaxy Shield-Blast,ShieldDuration,4,4,4,4,4,4,4,4
Set 3,3,base,Set3,10.11,TFT3_Ashe,Ashe,Enchanted Crystal Arrow,Damage,250/350/700,250,250,350,700,800,800,800
Set 3,3,base,Set3,10.11,TFT3_Ashe,Ashe,Enchanted Crystal Arrow,StunDurationPerSquare,2,2,2,2,2,2,2,2
Set 3,3,base,Set3,10.11,TFT3_AurelionSol,Aurelion Sol,Mobilize the Fleet,Damage,100/150/750,0,100,150,750,1000,1000,1000
Set 3,3,base,Set3,10.11,TFT3_AurelionSol,Aurelion Sol,Mobilize the Fleet,FightersPerCast,3,3,3,3,3,3,3,3
Set 3,3,base,Set3,10.11,TFT3_AurelionSol,Aurelion Sol,Mobilize the Fleet,InitialFighters,,,,,,,,
Set 3,3,base,Set3,10.11,TFT3_Blitzcrank,Blitzcrank,Rocket Grab,Damage,250/400/900,-50,250,400,900,950,1200,1450
Set 3,3,base,Set3,10.11,TFT3_Blitzcrank,Blitzcrank,Rocket Grab,StunDuration,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Set 3,3,base,Set3,10.11,TFT3_Caitlyn,Caitlyn,Ace In The Hole,Damage,750/1500/3000,0,750,1500,3000,2400,3000,3600
Set 3,3,base,Set3,10.11,TFT3_ChoGath,Cho'Gath,Rupture,Damage,150/250/2000,0,150,250,2000,800,800,800
Set 3,3,base,Set3,10.11,TFT3_ChoGath,Cho'Gath,Rupture,KnockDuration,2/2/4,2,2,2,4,4,4,4
Set 3,3,base,Set3,10.11,TFT3_ChoGath,Cho'Gath,Rupture,RuptureDelay,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 3,3,base,Set3,10.11,TFT3_Darius,Darius,Dreadnova Guillotine,Damage,400/500/750,50,400,500,750,1100,1300,1550
Set 3,3,base,Set3,10.11,TFT3_Darius,Darius,Dreadnova Guillotine,DamageMultiplier,2,2,2,2,2,2,2,2
Set 3,3,base,Set3,10.11,TFT3_Darius,Darius,Dreadnova Guillotine,HealthThreshold,50,50,50,50,50,50,50,50
Set 3,3,base,Set3,10.11,TFT3_Ekko,Ekko,Chronobreak,BaseDelayBetweenAttacks,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Set 3,3,base,Set3,10.11,TFT3_Ekko,Ekko,Chronobreak,BonusDamage,225/400/2000,200,225,400,2000,1200,1000,1000
Set 3,3,base,Set3,10.11,TFT3_Ezreal,Ezreal,E.M.P.,Damage,200/300/600,0,200,300,600,800,1000,1200
Set 3,3,base,Set3,10.11,TFT3_Ezreal,Ezreal,E.M.P.,HexRadius,2,2,2,2,2,2,2,2
Set 3,3,base,Set3,10.11,TFT3_Ezreal,Ezreal,E.M.P.,PercentCostIncrease,40,3,40,40,40,40,40,40
Set 3,3,base,Set3,10.11,TFT3_Fiora,Fiora,Riposte,BlockDuration,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 3,3,base,Set3,10.11,TFT3_Fiora,Fiora,Riposte,Damage,200/300/450,0,200,300,450,600,750,900
Set 3,3,base,Set3,10.11,TFT3_Fiora,Fiora,Riposte,StunDuration,1.5/1.5/3,1.5,1.5,1.5,3,1.5,1.5,1.5
Set 3,3,base,Set3,10.11,TFT3_Fizz,Fizz,Chum the Waters,Damage,350/500/2000,0,350,500,2000,2000,2000,2000
Set 3,3,base,Set3,10.11,TFT3_Fizz,Fizz,Chum the Waters,Delay,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Set 3,3,base,Set3,10.11,TFT3_Fizz,Fizz,Chum the Waters,StunDuration,1.5,1,1.5,1.5,1.5,1.5,1.5,1.5
Set 3,3,base,Set3,10.11,TFT3_Gangplank,Gangplank,Orbital Strike,Damage,450/600/9001,0,450,600,9001,0,0,0
Set 3,3,base,Set3,10.11,TFT3_Gangplank,Gangplank,Orbital Strike,DoubleImpactDamagePercent,50,0,50,50,50,50,50,50
